City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
0,Mudkhed,IN,19.1667,77.5167,84.24,62,65,8.5,2022-07-31 05:58:36
1,Vallenar,CL,-28.5708,-70.7581,54.61,79,0,1.59,2022-07-31 05:58:37
2,Saint-Ambroise,CA,48.5501,-71.3324,66.74,72,86,8.05,2022-07-31 05:58:37
3,Bilma,NE,18.6853,12.9164,86.97,40,59,9.51,2022-07-31 05:58:38
4,Pinsk,BY,52.1229,26.0951,60.87,95,100,11.5,2022-07-31 05:55:23
5,Kaitangata,NZ,-46.2817,169.8464,42.21,85,91,10.94,2022-07-31 05:58:39
6,Saquena,PE,-4.6667,-73.5167,74.34,87,81,2.13,2022-07-31 05:58:39
7,Luderitz,NA,-26.6481,15.1594,50.74,70,0,16.04,2022-07-31 05:58:40
8,Alyangula,AU,-13.8483,136.4192,77.13,66,64,4.65,2022-07-31 05:58:40
9,Qaanaaq,GL,77.484,-69.3632,40.12,67,14,7.02,2022-07-31 05:58:41
10,Yellowknife,CA,62.456,-114.3525,52.32,82,20,5.75,2022-07-31 05:58:41
11,Gari,RU,59.4307,62.3497,75.34,56,99,6.71,2022-07-31 05:58:42
12,Ushuaia,AR,-54.8,-68.3,40.66,81,20,21.85,2022-07-31 05:56:48
13,Asau,RO,46.4333,26.4,65.32,95,100,3.06,2022-07-31 05:58:43
14,Nokaneng,BW,-19.6667,22.2667,57.06,27,3,6.26,2022-07-31 05:58:43
15,Hanna,CA,51.6334,-111.9018,62.85,89,63,1.99,2022-07-31 05:58:44
16,Bethel,US,41.3712,-73.414,69.66,85,0,3.87,2022-07-31 05:58:44
17,Dikson,RU,73.5069,80.5464,41.25,92,84,11.7,2022-07-31 05:58:45
18,Puerto Ayora,EC,-0.7393,-90.3518,69.55,91,59,4.0,2022-07-31 05:58:45
19,Jamestown,US,42.097,-79.2353,62.71,76,0,1.99,2022-07-31 05:58:46
20,Normandin,CA,48.8333,-72.5321,66.51,88,89,0.0,2022-07-31 05:58:46
21,New Norfolk,AU,-42.7826,147.0587,53.1,73,100,3.0,2022-07-31 05:58:47
22,Khatanga,RU,71.9667,102.5,55.18,61,97,14.2,2022-07-31 05:58:47
23,Kapaa,US,22.0752,-159.319,82.38,83,75,10.36,2022-07-31 05:55:01
24,Punta Arenas,CL,-53.15,-70.9167,42.91,61,0,5.75,2022-07-31 05:58:48
25,Cape Town,ZA,-33.9258,18.4232,48.11,92,20,2.3,2022-07-31 05:58:49
26,Husavik,IS,66.0449,-17.3389,44.64,83,100,15.39,2022-07-31 05:58:49
27,Sicamous,CA,50.8331,-118.9856,74.37,47,50,4.79,2022-07-31 05:58:50
28,Auki,SB,-8.7676,160.7034,84.52,67,22,3.87,2022-07-31 05:58:50
29,Pedasi,PA,7.5333,-80.0333,79.07,84,100,9.13,2022-07-31 05:58:51
30,Busselton,AU,-33.65,115.3333,57.43,68,90,10.33,2022-07-31 05:58:51
31,Lexington,US,37.9887,-84.4777,72.12,74,100,5.97,2022-07-31 05:57:14
32,Tshela,CD,-4.9833,12.9333,68.92,90,76,1.9,2022-07-31 05:58:52
33,Sagua La Grande,CU,22.8067,-80.0756,78.87,84,77,11.21,2022-07-31 05:58:53
34,Dunedin,NZ,-45.8742,170.5036,43.81,80,100,10.0,2022-07-31 05:58:53
35,Butaritari,KI,3.0707,172.7902,81.77,70,86,17.45,2022-07-31 05:58:54
36,Baduria,IN,22.7417,88.7858,91.33,49,100,9.95,2022-07-31 05:58:55
37,Maniitsoq,GL,65.4167,-52.9,41.85,95,50,12.64,2022-07-31 05:58:55
38,Bodden Town,KY,19.2833,-81.25,82.92,83,37,1.01,2022-07-31 05:58:56
39,Albany,US,42.6001,-73.9662,63.91,88,0,4.0,2022-07-31 05:55:17
40,Airai,TL,-8.9266,125.4092,72.43,56,68,3.44,2022-07-31 05:58:56
41,Nouadhibou,MR,20.931,-17.0347,71.58,88,40,10.36,2022-07-31 05:58:57
42,Vaini,TO,-21.2,-175.2,77.16,94,20,9.22,2022-07-31 05:58:58
43,Hithadhoo,MV,-0.6,73.0833,79.54,78,100,16.8,2022-07-31 05:58:58
44,Provideniya,RU,64.3833,-173.3,51.24,73,95,4.7,2022-07-31 05:58:59
45,Hermanus,ZA,-34.4187,19.2345,53.33,60,58,3.06,2022-07-31 05:58:59
46,Mahebourg,MU,-20.4081,57.7,74.25,78,75,13.8,2022-07-31 05:57:22
47,Rikitea,PF,-23.1203,-134.9692,72.59,75,14,17.16,2022-07-31 05:59:00
48,Verkhoyansk,RU,67.5447,133.385,81.19,50,100,3.85,2022-07-31 05:59:01
49,Hobart,AU,-42.8794,147.3294,53.46,70,75,12.66,2022-07-31 05:57:36
50,Ambon,ID,-3.6954,128.1814,77.14,94,75,5.75,2022-07-31 06:00:02
51,Georgetown,MY,5.4112,100.3354,89.53,76,20,8.05,2022-07-31 06:00:00
52,Mount Gambier,AU,-37.8333,140.7667,51.71,82,75,21.85,2022-07-31 06:00:03
53,Tuktoyaktuk,CA,69.4541,-133.0374,43.61,69,39,9.62,2022-07-31 06:00:04
54,Port Lincoln,AU,-34.7333,135.8667,54.95,67,34,23.4,2022-07-31 06:00:06
55,Pangnirtung,CA,66.1451,-65.7125,48.76,97,100,2.1,2022-07-31 06:00:06
56,Salalah,OM,17.0151,54.0924,76.87,88,96,10.89,2022-07-31 05:59:11
57,Port Alfred,ZA,-33.5906,26.891,50.18,77,14,3.0,2022-07-31 06:00:08
58,Viet Tri,VN,21.3019,105.4308,87.75,60,88,2.84,2022-07-31 06:00:08
59,Torbay,CA,47.6666,-52.7314,65.39,82,100,5.99,2022-07-31 06:00:09
60,Hoshiarpur,IN,31.5322,75.9172,79.34,89,100,11.34,2022-07-31 06:00:09
61,Abalak,RU,58.1286,68.5944,76.6,51,12,7.87,2022-07-31 06:00:11
62,Providencia,MX,28.7167,-111.5833,85.21,77,33,10.09,2022-07-31 06:00:12
63,Upernavik,GL,72.7868,-56.1549,45.07,82,100,4.97,2022-07-31 06:00:12
64,Atuona,PF,-9.8,-139.0333,76.96,78,13,15.32,2022-07-31 05:58:14
65,Cherskiy,RU,68.75,161.3,69.24,35,6,11.74,2022-07-31 06:00:14
66,Linkou,CN,45.3,130.2833,85.87,62,51,5.84,2022-07-31 06:00:14
67,East London,ZA,-33.0153,27.9116,56.93,56,1,17.96,2022-07-31 06:00:14
68,Hirara,JP,24.8,125.2833,87.66,89,75,10.36,2022-07-31 05:59:38
69,Barrow,US,71.2906,-156.7887,33.82,86,100,6.91,2022-07-31 05:58:28
70,Nanlong,CN,31.3533,106.0631,92.55,54,28,6.06,2022-07-31 06:00:16
71,Nikolskoye,RU,59.7035,30.7861,63.88,65,24,5.35,2022-07-31 06:00:17
72,Aegviidu,EE,59.2858,25.6142,62.17,59,16,3.89,2022-07-31 06:00:17
73,Ahuimanu,US,21.4447,-157.8378,79.75,79,51,4.0,2022-07-31 06:00:18
74,Peniche,PT,39.3558,-9.3811,65.1,96,0,5.57,2022-07-31 06:00:18
75,Ancud,CL,-41.8697,-73.8203,40.23,88,100,3.69,2022-07-31 06:00:19
76,Mandan,US,46.8267,-100.8896,78.78,73,75,10.36,2022-07-31 06:00:03
77,Sohag,EG,26.557,31.6948,88.7,19,9,8.99,2022-07-31 06:00:20
78,Davila,PH,18.4726,120.5763,86.02,75,98,13.8,2022-07-31 06:00:21
79,Paracatu,BR,-17.2222,-46.8747,66.24,47,44,3.06,2022-07-31 05:59:14
80,Navahrudak,BY,53.6,25.8333,61.32,80,100,12.46,2022-07-31 06:00:22
81,Lebu,CL,-37.6167,-73.65,46.4,88,72,2.66,2022-07-31 06:00:22
82,Kiunga,PG,-6.1219,141.2906,82.76,86,64,3.58,2022-07-31 06:00:23
83,Hirtshals,DK,57.5881,9.9592,59.72,89,72,8.63,2022-07-31 06:00:24
84,Nanortalik,GL,60.1432,-45.2371,44.17,88,90,4.05,2022-07-31 06:00:24
85,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,86,24,5.82,2022-07-31 06:00:25
86,Bow Island,CA,49.8668,-111.3684,67.62,60,82,0.85,2022-07-31 06:00:25
87,Kralendijk,BQ,12.15,-68.2667,80.85,87,2,22.53,2022-07-31 06:00:26
88,Bredasdorp,ZA,-34.5322,20.0403,48.52,79,42,4.34,2022-07-31 05:58:18
89,Kavaratti,IN,10.5669,72.642,81.37,81,100,20.42,2022-07-31 06:00:27
90,Tiznit,MA,29.5833,-9.5,81.37,26,0,4.59,2022-07-31 06:00:28
91,Guerrero Negro,MX,27.9769,-114.0611,70.48,77,7,8.25,2022-07-31 05:58:05
92,Arraial Do Cabo,BR,-22.9661,-42.0278,66.33,66,1,11.41,2022-07-31 06:00:28
93,Tommot,RU,58.9564,126.2925,85.68,45,89,5.48,2022-07-31 06:01:30
94,Flinders,AU,-34.5833,150.8552,60.39,60,100,7.0,2022-07-31 06:01:30
95,Mataura,NZ,-46.1927,168.8643,39.76,97,96,3.85,2022-07-31 05:58:13
96,Araguaina,BR,-7.1911,-48.2072,71.85,59,2,2.51,2022-07-31 05:58:09
97,Ugoofaaru,MV,5.6667,73.0,79.65,82,100,21.09,2022-07-31 06:01:32
98,Kjollefjord,NO,70.9457,27.3465,51.85,100,100,5.75,2022-07-31 06:01:32
99,Harper,LR,4.375,-7.7169,74.89,82,98,5.66,2022-07-31 06:01:33
100,Bambous Virieux,MU,-20.3428,57.7575,74.21,72,93,18.9,2022-07-31 06:01:33
101,Romilly-Sur-Seine,FR,48.5108,3.7263,62.42,70,9,3.56,2022-07-31 06:01:34
102,Skjervoy,NO,70.0311,20.9714,53.6,68,80,6.87,2022-07-31 06:01:34
103,Isangel,VU,-19.55,169.2667,74.41,82,100,9.48,2022-07-31 06:01:35
104,San Vicente,AR,-26.6167,-54.1333,44.04,83,18,2.1,2022-07-31 06:01:36
105,Luganville,VU,-15.5333,167.1667,79.29,80,99,3.8,2022-07-31 06:01:36
106,Campos,BR,-21.75,-41.3,57.42,84,0,4.43,2022-07-31 06:01:37
107,Igrim,RU,63.1906,64.4162,68.54,43,80,11.25,2022-07-31 06:01:37
108,Kerch,UA,45.3583,36.4758,79.02,69,4,12.66,2022-07-31 06:01:38
109,Dombarovskiy,RU,50.7587,59.5386,76.03,41,73,8.25,2022-07-31 06:01:39
110,Bathsheba,BB,13.2167,-59.5167,81.05,96,50,21.34,2022-07-31 06:01:40
111,Pevek,RU,69.7008,170.3133,50.04,58,1,4.7,2022-07-31 06:01:40
112,Navirai,BR,-23.065,-54.1906,53.26,55,1,3.44,2022-07-31 06:01:41
113,Lagoa,PT,39.05,-27.9833,72.01,72,0,4.29,2022-07-31 06:01:41
114,Ahipara,NZ,-35.1667,173.1667,53.78,61,27,16.37,2022-07-31 06:01:42
115,Muhos,FI,64.808,25.9931,56.98,89,100,3.91,2022-07-31 06:01:43
116,Shar,KZ,49.5886,81.0453,83.7,27,62,20.92,2022-07-31 06:01:43
117,Port Elizabeth,ZA,-33.918,25.5701,51.31,84,42,4.0,2022-07-31 06:00:06
118,Mogocha,RU,53.7333,119.7667,74.21,59,100,7.05,2022-07-31 06:01:44
119,Shahrud,IR,36.4182,54.9763,79.83,20,0,9.4,2022-07-31 06:01:44
120,Usinsk,RU,65.9939,57.5281,69.78,64,33,4.18,2022-07-31 06:01:45
121,Saint-Philippe,RE,-21.3585,55.7679,76.21,73,39,15.23,2022-07-31 06:01:46
122,Vostok,RU,46.4856,135.8833,76.23,76,100,3.2,2022-07-31 06:01:46
123,San Quintin,MX,30.4833,-115.95,68.99,81,7,6.42,2022-07-31 06:01:47
124,Kampene,CD,-3.6,26.6667,68.47,93,76,1.68,2022-07-31 05:59:14
125,Severo-Kurilsk,RU,50.6789,156.125,55.72,86,29,12.03,2022-07-31 06:01:48
126,Rawlins,US,41.7911,-107.2387,73.35,28,77,9.57,2022-07-31 06:00:03
127,Norman Wells,CA,65.282,-126.8329,53.89,71,34,6.93,2022-07-31 06:01:49
128,Sovetskiy,RU,61.3614,63.5842,70.2,51,100,9.51,2022-07-31 06:01:49
129,Santa Lucia,ES,27.9117,-15.5407,65.52,73,20,21.85,2022-07-31 05:56:50
130,Kulhudhuffushi,MV,6.6221,73.07,77.79,89,100,18.41,2022-07-31 06:01:50
131,Saint George,US,37.1041,-113.5841,73.99,83,0,5.75,2022-07-31 06:01:51
132,Bluff,NZ,-46.6,168.3333,45.48,73,68,12.75,2022-07-31 06:00:38
133,Vila Velha,BR,-20.3297,-40.2925,66.34,76,60,8.68,2022-07-31 06:00:27
134,Talnakh,RU,69.4865,88.3972,51.21,73,92,19.69,2022-07-31 06:01:52
135,Smidovich,RU,48.6,133.8167,82.63,71,38,7.43,2022-07-31 06:01:52
136,Ribeira Grande,PT,38.5167,-28.7,73.27,74,22,3.71,2022-07-31 06:01:53
137,Sokoni,TZ,-6.4333,39.55,75.97,77,46,10.16,2022-07-31 06:01:53
138,Mana,GF,5.6592,-53.7767,76.5,87,35,6.82,2022-07-31 06:01:54
139,Madison,US,34.7334,-86.5667,76.1,96,86,5.01,2022-07-31 06:01:54
140,Yumen,CN,40.2833,97.2,92.43,15,76,15.05,2022-07-31 06:02:55
141,Sambava,MG,-14.2667,50.1667,71.17,84,15,10.09,2022-07-31 06:02:55
142,Kununurra,AU,-15.7667,128.7333,91.38,13,64,9.22,2022-07-31 06:01:18
143,Nyurba,RU,63.2842,118.3319,81.43,42,52,3.6,2022-07-31 06:02:56
144,Nisia Floresta,BR,-6.0911,-35.2086,72.41,94,100,4.97,2022-07-31 06:02:57
145,Ciudad Bolivar,VE,8.1222,-63.5497,75.81,90,99,8.16,2022-07-31 06:02:57
146,Nhulunbuy,AU,-12.2333,136.7667,81.21,69,75,14.97,2022-07-31 06:01:23
147,Bada,RU,51.392,109.8717,76.1,45,55,5.08,2022-07-31 06:02:58
148,Uruzgan,AF,32.8333,66.0,85.93,28,45,5.57,2022-07-31 06:02:59
149,Narsaq,GL,60.9167,-46.05,46.62,93,27,3.0,2022-07-31 06:02:59
150,Saskylakh,RU,71.9167,114.0833,51.64,91,100,12.3,2022-07-31 06:03:00
151,Meadow Lake,US,34.8014,-106.5436,71.67,66,85,5.21,2022-07-31 06:01:07
152,Seoul,KR,37.5683,126.9778,80.17,89,100,4.61,2022-07-31 06:03:00
153,Yining,CN,29.0361,114.5636,96.12,41,5,2.21,2022-07-31 06:03:01
154,Sungaipenuh,ID,-2.0833,101.3833,82.35,47,42,3.71,2022-07-31 06:03:01
155,Victor Harbor,AU,-35.5667,138.6167,55.0,76,44,4.0,2022-07-31 06:03:02
156,Port Macquarie,AU,-31.4333,152.9167,61.9,62,97,13.78,2022-07-31 06:00:12
157,Vidim,RU,56.4088,103.1106,61.41,99,100,8.39,2022-07-31 06:03:02
158,Pervoye Maya,RU,56.164,44.7196,65.26,65,48,5.82,2022-07-31 06:03:03
159,Hilo,US,19.7297,-155.09,76.24,95,64,1.01,2022-07-31 05:59:07
160,Chuy,UY,-33.6971,-53.4616,47.17,81,59,2.57,2022-07-31 06:03:04
161,Gornopravdinsk,RU,60.05,69.9,72.66,65,98,10.89,2022-07-31 06:03:05
162,Klaksvik,FO,62.2266,-6.589,50.92,81,6,20.24,2022-07-31 06:03:05
163,Sinnamary,GF,5.3833,-52.95,77.67,83,65,6.82,2022-07-31 06:03:06
164,Suileng,CN,47.25,127.0833,86.74,57,54,12.21,2022-07-31 06:03:07
165,Thompson,CA,55.7435,-97.8558,46.56,81,20,2.3,2022-07-31 05:58:18
166,Codrington,AU,-38.2667,141.9667,52.2,79,100,20.96,2022-07-31 06:03:08
167,Buchanan,LR,5.8808,-10.0467,74.68,77,37,3.51,2022-07-31 06:03:09
168,Cap Malheureux,MU,-19.9842,57.6142,74.46,64,83,11.99,2022-07-31 06:03:09
169,Upington,ZA,-28.4478,21.2561,41.86,58,39,6.96,2022-07-31 06:03:10
170,Santa Maria,BR,-29.6842,-53.8069,46.6,91,1,3.96,2022-07-31 06:03:10
171,Tiksi,RU,71.6872,128.8694,53.76,70,100,5.44,2022-07-31 06:03:11
172,Birao,CF,10.2849,22.7882,73.08,89,83,5.48,2022-07-31 06:03:11
173,Sarakhs,IR,36.5449,61.1577,93.51,26,35,10.98,2022-07-31 06:03:12
174,Roald,NO,62.5833,6.1333,61.16,94,75,6.91,2022-07-31 06:03:12
175,Chapais,CA,49.7834,-74.8492,62.38,88,99,4.65,2022-07-31 06:02:47
176,Lompoc,US,34.6391,-120.4579,68.14,95,0,4.61,2022-07-31 06:03:14
177,Roanoke,US,37.271,-79.9414,76.32,87,73,1.01,2022-07-31 06:03:14
178,Ginir,ET,7.1333,40.7,63.93,64,95,10.51,2022-07-31 06:03:15
179,Bull Savanna,JM,17.8868,-77.5902,75.99,81,2,5.68,2022-07-31 06:03:15
180,Marsabit,KE,2.3284,37.9899,65.46,64,54,13.0,2022-07-31 06:03:16
181,Soyo,AO,-6.1349,12.3689,71.42,85,100,8.3,2022-07-31 06:03:17
182,Carnarvon,AU,-24.8667,113.6333,73.26,36,48,3.33,2022-07-31 06:02:28
183,Haimen,CN,23.1935,116.6142,90.81,64,10,10.04,2022-07-31 06:03:18
184,San Patricio,US,28.017,-97.5169,85.89,76,88,11.07,2022-07-31 06:03:19
185,Sitka,US,57.0531,-135.33,58.89,94,100,4.61,2022-07-31 06:03:19
186,Najran,SA,17.4924,44.1277,88.18,30,99,8.39,2022-07-31 06:03:20
187,Sakakah,SA,29.9697,40.2064,95.02,10,53,6.44,2022-07-31 06:04:20
188,Lappeenranta,FI,61.0587,28.1887,59.56,72,0,5.75,2022-07-31 06:01:46
189,Komsomolskiy,UZ,40.4272,71.7189,88.52,22,72,9.22,2022-07-31 06:04:21
190,Namtsy,RU,62.7161,129.6658,84.36,38,46,7.29,2022-07-31 06:04:22
191,Geraldton,AU,-28.7667,114.6,63.01,55,1,10.36,2022-07-31 06:04:22
192,Saint Anthony,US,45.0205,-93.218,75.13,68,0,11.5,2022-07-31 06:04:23
193,Kodiak,US,57.79,-152.4072,60.31,77,100,5.75,2022-07-31 06:04:23
194,Nazarovo,RU,56.0064,90.3914,77.7,55,45,7.05,2022-07-31 06:04:24
195,Pacific Grove,US,36.6177,-121.9166,62.28,90,62,3.0,2022-07-31 06:00:05
196,Kenora,CA,49.8167,-94.4337,62.65,79,74,5.19,2022-07-31 06:01:08
197,Guiyang,CN,26.5833,106.7167,82.18,60,10,5.35,2022-07-31 06:00:08
198,Mar Del Plata,AR,-38.0023,-57.5575,49.87,91,0,4.0,2022-07-31 06:04:25
199,Castro,BR,-24.7911,-50.0119,43.34,88,7,3.11,2022-07-31 06:04:26
200,Yabrud,SY,33.9674,36.6574,79.56,28,2,4.16,2022-07-31 06:04:26
201,Grand Gaube,MU,-20.0064,57.6608,74.37,65,85,13.0,2022-07-31 06:04:27
202,Bengkulu,ID,-3.8004,102.2655,84.52,67,73,6.96,2022-07-31 06:04:28
203,Tuy Hoa,VN,13.0833,109.3,91.8,56,99,4.32,2022-07-31 06:04:28
204,Avarua,CK,-21.2078,-159.775,75.25,73,40,13.8,2022-07-31 06:04:28
205,Ponta Do Sol,PT,32.6667,-17.1,70.43,81,9,5.21,2022-07-31 06:04:29
206,Hasaki,JP,35.7333,140.8333,93.6,73,2,10.29,2022-07-31 06:02:24
207,Qianguo,CN,45.1171,124.8568,87.48,59,20,13.04,2022-07-31 06:04:30
208,Caibarien,CU,22.5206,-79.4669,76.32,84,60,14.7,2022-07-31 06:04:30
209,Zbarazh,UA,49.6636,25.7762,67.55,73,100,9.46,2022-07-31 06:04:31
210,Clinton,US,42.587,-82.9199,72.05,79,0,6.11,2022-07-31 06:01:03
211,Yenagoa,NG,4.9247,6.2642,72.37,97,100,3.51,2022-07-31 06:04:32
212,Jurm,AF,36.8648,70.8342,78.04,35,41,7.54,2022-07-31 06:00:23
213,Dombas,NO,62.0696,9.1235,56.05,72,87,4.56,2022-07-31 06:04:33
214,Redlands,US,34.0556,-117.1825,82.49,53,0,3.44,2022-07-31 06:01:21
215,Waddan,LY,29.1614,16.139,79.61,52,23,3.04,2022-07-31 06:04:35
216,Sri Aman,MY,1.2376,111.4621,80.94,75,100,4.09,2022-07-31 06:04:35
217,Nouakchott,MR,18.0858,-15.9785,76.93,83,76,6.17,2022-07-31 06:04:13
218,Gat,IL,31.61,34.7642,81.39,100,18,3.49,2022-07-31 06:04:36
219,Santa Rita Do Sapucai,BR,-22.2522,-45.7033,48.07,75,3,1.72,2022-07-31 06:04:37
220,Tasiilaq,GL,65.6145,-37.6368,37.56,57,19,5.53,2022-07-31 06:04:37
221,Matara,LK,5.9485,80.5353,84.25,70,89,12.71,2022-07-31 06:04:38
222,Kysyl-Syr,RU,63.8986,122.7617,80.13,45,77,5.79,2022-07-31 06:04:38
223,Zhigansk,RU,66.7697,123.3711,77.25,45,65,18.34,2022-07-31 06:04:39
224,Richards Bay,ZA,-28.783,32.0377,64.27,83,61,6.4,2022-07-31 06:04:40
225,Nizwa,OM,22.9333,57.5333,88.88,54,59,5.61,2022-07-31 06:04:40
226,Cabo San Lucas,MX,22.8909,-109.9124,85.51,61,73,6.02,2022-07-31 05:59:54
227,Balikpapan,ID,-1.2675,116.8289,79.79,89,20,5.75,2022-07-31 06:04:41
228,Kokoda,PG,-8.8785,147.7407,80.33,81,77,4.43,2022-07-31 06:04:42
229,Ankazoabo,MG,-22.2833,44.5167,71.44,60,8,4.09,2022-07-31 06:04:42
